type_habits,price,adress,url_image
Djellaba enfant,6 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4651640_uploaded_image1_1710950622.jpg
Robe Turquie  enfants,7 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4653806_uploaded_image1_1711066086.jpg
Pantalons enfant,6 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4659691_uploaded_image1_1711411286.jpg
Ensemble pour enfants,5 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4659694_uploaded_image1_1711411367.jpg
Vêtements enfants,5 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4659699_uploaded_image1_1711411751.jpg
Ensemble robe enfants,5 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4659695_uploaded_image1_1711411505.jpg
Vêtements enfants,7 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4659704_uploaded_image1_1711412034.jpg
Robes enfant basin et brodé,10 000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/4667136_uploaded_image1_1711814665.jpg
Robes basine et brodé enfant,10 000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/4667139_uploaded_image1_1711815054.jpg
Robes en basin enfants,10 000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/4667140_uploaded_image1_1711815203.jpg
Robes enfants,10 000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/4667155_uploaded_image1_1711816360.jpg
Ensemble maillot de bain,9 000,"Dakar, Sénégal",https://images.coinafrique.com/4709459_uploaded_image1_1713994419.jpg
Ensemble crop top,12 000,"Dakar, Sénégal",https://images.coinafrique.com/4709483_uploaded_image1_1713995121.jpg
Ensemble petit garçon,9 000,"Dakar, Sénégal",https://images.coinafrique.com/4709506_uploaded_image1_1713995931.jpg
Robe enfant,6 000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/4666224_uploaded_image1_1711745782.jpg
Vetement  enfants,10 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4667484_uploaded_image1_1711840999.jpg
Slips pour enfants 2 - 8 ans,6 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4668016_uploaded_image1_1711892538.jpg
Vêtements enfants,6 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4669723_uploaded_image1_1711986941.jpg
Ensemble 3 pièces enfants,10 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4669732_uploaded_image1_1711987098.jpg
Djellaba enfants,12 500,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/4682799_uploaded_image1_1712615352.jpg
Djellaba enfants,10 000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/4682804_uploaded_image1_1712615617.jpg
Djellaba enfants,15 000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/4682806_uploaded_image1_1712615672.jpg
Djellaba enfant,12 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4683616_uploaded_image1_1712666779.jpg
Vêtements enfant,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/4743643_uploaded_image1_1715718710.jpg
Vêtements enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4750299_uploaded_image1_1716034798.jpg
Slip enfant,2 500,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/4766856_uploaded_image1_1716912176.jpg
Vêtements enfant,8 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4770789_uploaded_image1_1717088821.jpg
Vêtement enfant,5 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4730553_uploaded_image1_1715080309.jpg
Robe enfant,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/4783648_uploaded_image1_1717719693.jpg
Ensemble bas,5 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4775846_uploaded_image2_1717365985.jpeg
Ensemble bas,5 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4775865_uploaded_image1_1717366540.jpg
Robes brodé,10 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4775869_uploaded_image1_1717366678.jpg
Robe coton fille 2 - 5 ans,6 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4775884_uploaded_image1_1717367280.jpg
Robe en coton 9 - 24 mois,5 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4775887_uploaded_image1_1717367631.jpg
Robe brodé,15 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4775889_uploaded_image1_1717367795.jpg
Ensemble coton fille,5 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4775892_uploaded_image1_1717367975.jpg
Ensemble bas large fille 10 - 14 ans,12 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4775932_uploaded_image1_1717369632.jpg
Grenouillère 0 - 9 mois,5 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4775960_uploaded_image1_1717370364.jpg
Ensemble 5 pieces,6 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4775968_uploaded_image1_1717370720.jpg
Robe pour anniversaire ou cérémonie,15 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4775993_uploaded_image1_1717371915.jpg
Robe anniversaire ou cérémonie,15 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4775997_uploaded_image1_1717372054.jpg
Ensemble enfant,9 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4773123_uploaded_image1_1717195531.jpg
Couverture bébé,4 000,"Dakar, Sénégal",https://images.coinafrique.com/4782346_uploaded_image1_1717666928.jpg
Robe brodé,10 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4787486_uploaded_image1_1717947693.jpg
Ensemble 3  pièces,15 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4788092_uploaded_image1_1717977175.jpg
Robes princesse,17 500,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4804282_uploaded_image1_1718982396.jpg
Robe princesse,17 500,"HLM, Dakar, Sénégal",https://images.coinafrique.com/4804290_uploaded_image1_1718982555.jpg
Slips pour enfants,7 500,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4811384_uploaded_image1_1719393861.jpg
Cuissards,210,"Medina, Dakar, Sénégal",https://images.coinafrique.com/4881948_uploaded_image1_1723028512.jpg
Pyjama enfant en coton,2 000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/4882618_uploaded_image1_1723046965.jpg
Ensemble pour garçon,4 500,"Medina, Dakar, Sénégal",https://images.coinafrique.com/4885315_uploaded_image1_1723192524.jpg
Vêtements de garçon,2 500,"Medina, Dakar, Sénégal",https://images.coinafrique.com/4885328_uploaded_image1_1723192813.jpg
Robe fille,22 800,"Medina, Dakar, Sénégal",https://images.coinafrique.com/4885783_uploaded_image1_1723209095.jpg
Robe pour fille,4 500,"Medina, Dakar, Sénégal",https://images.coinafrique.com/4886076_uploaded_image1_1723220872.jpg
Body pour bébé de 0-24mois,750,"Point E, Dakar, Sénégal",https://images.coinafrique.com/4877371_uploaded_image1_1722813872.jpg
Grenouillère bébé de 0- 24 mois,1 500,"Point E, Dakar, Sénégal",https://images.coinafrique.com/4877415_uploaded_image1_1722816062.jpg
Serviette de bain pour bébé,4 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4861240_uploaded_image1_1721949203.jpg
Peignoirs enfants,Prix sur demande,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4866825_uploaded_image1_1722295875.jpg
Veste Softshell,14 000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/4931208_uploaded_image1_1725627705.jpg
Veste Jacadi,12 000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/4931211_uploaded_image1_1725627889.jpg
Vetement enfants,Prix sur demande,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4931868_uploaded_image1_1725656850.jpg
Pantalon enfants,6 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4945928_uploaded_image1_1726439169.jpg
Jeans enfants,Prix sur demande,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/4991997_uploaded_image1_1728856374.jpg
Ensemble pour enfant 0ans jusqua 15ans,6 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4957241_uploaded_image1_1727083231.jpg
Robes de fête,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/5002636_uploaded_image1_1729418520.jpg
Ensemble pour enfant,10 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4961210_uploaded_image1_1727262074.jpg
Vêtements   pour enfant,10 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4961200_uploaded_image1_1727261868.jpg
Costume enfant,28 000,"Dakar, Sénégal",https://images.coinafrique.com/5010301_uploaded_image1_1729811616.jpg
Ensemble veste garçon 5 pièces,28 000,"Dakar, Sénégal",https://images.coinafrique.com/5010327_uploaded_image1_1729813849.jpg
Lot pyjamas enfant 6/8 ans,11 000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/5014321_uploaded_image1_1730104437.jpg
Pantalon pour enfant 14ans 15ans,4 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/4976513_uploaded_image1_1728030461.jpg
Maillots enfants sénégal,10 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/5054255_uploaded_image2_1732155894.jpeg
Ensemble pour enfant cotton,6 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5028888_uploaded_image1_1730844775.jpg
Ensemble costumes enfants,25 000,"Dakar, Sénégal",https://images.coinafrique.com/5081958_uploaded_image1_1733664149.jpg
Ensemble Pul Enfants,18 000,"Dakar, Sénégal",https://images.coinafrique.com/5081973_uploaded_image1_1733664739.jpg
Blouson pour enfants 3 ans à 8 ans,8 000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/5045455_uploaded_image1_1731673153.jpg
Blouson pour enfants 1ans 5 ans,5 000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/5046156_uploaded_image1_1731700664.jpg
Blouson pour enfants de 4ans à 12ans,8 000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/5046160_uploaded_image1_1731700970.jpg
Blouson pour enfants 4ans à 15ans,8 000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/5046164_uploaded_image1_1731701239.jpg
Blouson coton pour enfants de 1ans 8ans,8 000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/5046169_uploaded_image1_1731701583.jpg
Blouson  pour enfants 3ans à 10ans,8 000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/5046278_uploaded_image1_1731706267.jpg
Blouson pour enfants 100% coton 3 ans 9ans,8 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5046861_uploaded_image1_1731758020.jpg
Blouson pour enfant,8 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5058990_uploaded_image1_1732437877.jpg
Vêtements bébé,1 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5106661_uploaded_image1_1735128299.jpg
Vêtements bébé,1 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5106669_uploaded_image1_1735128475.jpg
Vêtements bébé,1 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5106673_uploaded_image1_1735128585.jpg
Vêtements bébé,1 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5106688_uploaded_image1_1735128985.jpg
Ensemble pour enfant,8 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5071417_uploaded_image1_1733140647.jpg
Genouillère anti-dérapante en coton,Prix sur demande,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/5120586_uploaded_image1_1736107643.jpg
Vêtements enfants,4 500,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/5129146_uploaded_image1_1736533355.jpg
Vêtements enfants,4 500,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/5130020_uploaded_image1_1736594996.jpg
Vêtement enfant,1 000,"Sicap foire, Dakar, Sénégal",https://images.coinafrique.com/5141487_uploaded_image1_1737219569.jpg
Ensemble pour enfant de 1ans jusqua 15ans,7 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5116396_uploaded_image1_1735846707.jpg
Ensemble mardi gras,8 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/5171755_uploaded_image1_1738776386.jpg
Djialabé enfant,8 000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/5196620_uploaded_image1_1740145128.jpg
Dialabé enfant,10 000,"Fass, Dakar, Sénégal",https://images.coinafrique.com/5181204_uploaded_image1_1739296973.jpg
Djialap pour enfant de 4ans jusqua 18ans,6 500,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5181431_uploaded_image1_1739304816.jpg
Robe enfant,Prix sur demande,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/5225584_uploaded_image1_1741657625.jpg
Robe enfant,Prix sur demande,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/5225585_uploaded_image1_1741658034.jpg
Robe enfant,Prix sur demande,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/5225588_uploaded_image2_1741658299.jpeg
Vetement  enfants,8 500,"Fass, Dakar, Sénégal",https://images.coinafrique.com/5193655_uploaded_image1_1739987145.jpg
Robe de prière  enfant,5 000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/5241328_uploaded_image1_1742452229.jpg
Maillots enfants,10 000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/5246062_uploaded_image1_1742692008.jpg
Jalaba  pour enfants,7 000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/5246901_uploaded_image2_1742748053.jpeg
Jalaba  pour enfants,15 000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/5246903_uploaded_image1_1742748145.jpg
Robe Iris enfant,15 000,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/5204766_uploaded_image1_1740600489.jpg
